nom,latitude,longitude,source,feature_type
Aboussouan,5.3645518,-3.9667457,osm,bus_stop
Aboussouan Transport,5.9306395,-4.2145375,osm,bus_station
Aboussoukro,5.90379,-4.48747,geonames,PPL
Aboutou,5.21772,-3.34071,geonames,PPL
Aboutou,5.23928,-3.38917,geonames,PPL
Aboutou,5.2109852,-3.3545852,osm,isolated_dwelling
Aboutou 1,5.2165838,-3.3418715,osm,isolated_dwelling
Aboyo,5.9712,-5.80626,geonames,PPL
Abra,5.27768,-3.73981,geonames,PPL
Abra,5.26889,-4.463,geonames,PPL
Abraco,5.26889,-4.463,geonames,PPL
Abradine,6.19975,-3.61125,geonames,PPL
Abradine,6.19639,-3.455,geonames,PPL
Abradine,6.187311,-3.454926,osm,village
Abradine,6.2008452,-3.6137764,osm,village
Abradine 1,6.2008452,-3.6137764,osm,village
Abradine 2,6.1997762,-3.6062837,osm,village
Abradinou,6.19639,-3.455,geonames,PPL
Abradinou,6.187311,-3.454926,osm,village
Abraniamiambo,5.26867,-4.45105,geonames,PPL
Abraniamiambo,5.2681446,-4.4514799,osm,village
Abrebi,5.22074,-4.23314,geonames,PPL
Abreby,5.22074,-4.23314,geonames,PPL
Abri 2000,5.3747889,-3.9705129,osm,bus_stop
Abri 2000,5.3748563,-3.9703144,osm,bus_stop
Abri 2000 Émeraude 4,5.3765094,-3.9704894,osm,neighbourhood
Abrika,7.2237373,-5.3314591,osm,isolated_dwelling
Abriokra,7.22417,-5.63278,geonames,PPL
Abro Abro,5.64455,-4.45525,geonames,PPL
Abrobakro,5.27703,-3.51283,geonames,PPL
Abrobakro,5.2765512,-3.5054823,osm,village
Abrofodoume,5.51358,-3.93072,geonames,PPL
Abroki,5.54538,-3.63378,geonames,PPL
Abronambué,6.75611,-3.34139,geonames,PPL
Abronamoué,6.7506301,-3.3308886,osm,village
Abrotchi,5.54297,-3.63473,geonames,PPL
Abrouki,6.05194,-3.13472,geonames,PPL
Abrouki,6.0430401,-3.1255868,osm,isolated_dwelling
Abrounamoue,6.75611,-3.34139,geonames,PPL
Abruki,5.54538,-3.63378,geonames,PPL
Abrunamue,6.75611,-3.34139,geonames,PPL
Abuasso,5.46779,-3.20711,geonames,PPLA2
Abude,5.89609,-4.56253,geonames,PPL
Abude,5.898007,-4.5615469,osm,village
Abusu Assi,5.99192,-4.04245,geonames,PPL
Aby,5.30502,-3.16916,geonames,PPL
Aby Mouhoua,5.14776,-3.13022,geonames,PPL
Aby Raoul,5.3035435,-3.9811595,osm,bus_stop
Aby-Mohoua,5.1495327,-3.1249131,osm,village
Abènin Assi,5.91527,-3.74894,geonames,PPL
Abèsso,5.46619,-3.97628,geonames,PPL
Abé,7.20619,-5.32972,geonames,PPL
Abé,5.66047,-3.98753,geonames,PPL
Abé,5.68103,-4.3826,geonames,PPL
Abé,5.92845,-4.42904,geonames,PPL
Abé,5.49962,-3.61955,geonames,PPL
Abé Aougnassou,7.8449915,-5.3553419,osm,village
Abé Aounyessou,7.84192,-5.35345,geonames,PPL
Abé Kofikro,7.82973,-5.22124,geonames,PPL
Abé Kouadiokro,7.84478,-5.35552,geonames,PPL
AbéBroukoi,5.4470381,-4.0627018,osm,quarter
Abéanou,6.97326,-4.2328,geonames,PPL
Abédéni,7.68353,-4.06475,geonames,PPL
Abéguié,5.79951,-4.14562,geonames,PPL
Abéka,5.28747,-3.88605,geonames,PPL
Abéma,8.10318,-2.77088,geonames,PPL
Abévé,5.91111,-4.74439,geonames,PPL
Abévé,5.9105208,-4.744701,osm,village
Académie,5.3165839,-4.1127465,osm,neighbourhood
Académie de la mer,5.3165839,-4.1127465,osm,neighbourhood
Académie résidentiel,5.3141097,-4.1125032,osm,neighbourhood
Acai Akaoua,5.97822,-3.88329,geonames,PPL
Ach Epi Abènin,5.92676,-3.73436,geonames,PPL
Achanti,5.22907,-4.1604,geonames,PPL
Achi,5.89147,-4.03836,geonames,PPL
Achi,5.65561,-3.73488,geonames,PPL
Achi,5.66435,-3.71509,geonames,PPL
Achi,5.68497,-3.72105,geonames,PPL
Achi,5.91678,-3.84953,geonames,PPL
Achi Achi,5.85061,-4.05925,geonames,PPL
Achi Achi,5.9623,-3.98376,geonames,PPL
Achi Ayi,5.51441,-3.71345,geonames,PPL
Achi Mouan,5.76729,-3.91888,geonames,PPL
Achi Yao Pail,5.83869,-3.95841,geonames,PPL
Achi Yapi,5.90297,-4.04799,geonames,PPL
Achi-Brou,6.01528,-4.45185,geonames,PPL
Achi-Brou ho,6.0173405,-4.4498388,osm,village
Achiebo Koua,5.53333,-4.08333,geonames,PPL
Achiebo Koua,5.525609,-4.090801,osm,village
Achiékoi; N'Sakoi,5.641043,-3.932248,osm,village
Acho,5.45393,-4.10621,geonames,PPL
Acho,5.62341,-4.18324,geonames,PPL
Acho,5.84515,-3.63716,geonames,PPL
Acho Nda,5.74782,-3.96806,geonames,PPL
Achokoa,5.37429,-3.83772,geonames,PPL
Achokoi,5.3757113,-3.8357598,osm,village
Achokoua,5.37429,-3.83772,geonames,PPL
Achokoua,5.55896,-3.83517,geonames,PPL
Achoua,5.99748,-4.16716,geonames,PPL
Achèpo,5.79797,-3.66229,geonames,PPL
Aché Kouassi,5.25446,-3.81391,geonames,PPL
Achépi,5.98198,-3.7497,geonames,PPL
Achépo Bouchou,5.95801,-3.73149,geonames,PPL
Acipac,5.3687217,-4.0894273,osm,bus_stop
Acnédiou,5.437189,-4.363534,osm,village
Acru,5.20505,-4.74483,geonames,PPL
Ada Kouassi,5.46418,-4.11109,geonames,PPL
Ada Kouassi,5.49882,-4.09975,geonames,PPL
Adadiem,8.082682,-2.5519424,osm,village
Adadikouro,7.31667,-3.23333,geonames,PPL
Adagba,5.95129,-4.43086,geonames,PPL
Adagba Ako,5.80487,-4.37774,geonames,PPL
Adahama,7.27133,-3.54335,geonames,PPL
Adahama,7.2679703,-3.5424471,osm,isolated_dwelling
Adahi Kouadjo,5.99542,-4.47853,geonames,PPL
Adahidougou,5.3088578,-5.230761,osm,village
Adahidoukou,5.31083,-5.2246,geonames,PPL
Adahidoukou,5.3088578,-5.230761,osm,village
Adahou,6.81292,-4.83709,geonames,PPL
Adahou,6.71879,-3.51246,geonames,PPL
Adahou,5.90237,-4.22466,geonames,PPL
Adahou,6.8090256,-4.8334195,osm,village
Adahou,6.7189626,-3.5141829,osm,village
Adahou,6.7130967,-3.4982074,osm,isolated_dwelling
Adakié,5.54557,-4.16695,geonames,PPL
Adaké,5.51667,-4.16667,geonames,PPL
Adaké,5.5226802,-4.1668442,osm,isolated_dwelling
Adama,5.23152,-4.24573,geonames,PPL
Adama,5.24743,-3.7799,geonames,PPL
Adama,5.91497,-4.33428,geonames,PPL
Adama,5.3692678,-3.9099567,osm,bus_stop
Adama Diara,5.42507,-3.9558,geonames,PPL
Adama Diomande,5.45014,-3.94626,geonames,PPL
Adama Diop,5.2915,-3.78374,geonames,PPL
Adama sacko,7.5046149,-5.7032941,osm,village
Adamadougou,5.8944411,-6.7558813,osm,village
Adamagui,5.85839,-6.82237,geonames,PPL
Adamagui,5.8571252,-6.8212055,osm,village
Adamaho,6.03429,-4.4981,geonames,PPL
Adamakaha,8.7127432,-5.2960712,osm,village
Adamakro,6.30059,-3.25696,geonames,PPL
Adamakro,6.9761326,-3.1485052,osm,village
Adamakro,5.6354482,-6.7713413,osm,village
Adamakro Ecole,6.3046707,-3.229927,osm,village
Adamavogo,10.1294502,-5.2399972,osm,village
Adamavogo,9.6849353,-5.4910566,osm,hamlet
Adamo,5.53412,-4.07393,geonames,PPL
Adandia,7.759287,-3.0092568,osm,village
Adanekro,7.17567,-3.35854,geonames,PPL
Adangba-Eby,5.44966,-4.59086,geonames,PPL
Adangba-Eby,5.450624,-4.590987,osm,village
Adaoana,7.2679703,-3.5424471,osm,isolated_dwelling
Adaou,6.81292,-4.83709,geonames,PPL
Adaou,6.80119,-5.04924,geonames,PPL
Adaou,6.27638,-4.88275,geonames,PPL
Adaou,5.42783,-3.26443,geonames,PPL
Adaou,6.8090256,-4.8334195,osm,village
Adaou,6.2771511,-4.8830729,osm,village
Adaou,6.8031908,-5.0501942,osm,village
Adaou,5.9006699,-4.2293423,osm,village
Adaou,6.7189626,-3.5141829,osm,village
Adaromé,5.58043,-4.19049,geonames,PPL
Adattie,5.54557,-4.16695,geonames,PPL
Adbo Amani,5.59688,-4.49073,geonames,PPL
Adda,5.17483,-4.6507,geonames,PPL
Addah,5.17483,-4.6507,geonames,PPL
Addah,5.1743764,-4.6516414,osm,village
Adebem II,5.4156342,-5.6797385,osm,isolated_dwelling
Adebem-Kagberi,5.47349,-5.83667,geonames,PPL
Adendia,7.759287,-3.0092568,osm,village
Adessé,5.16817,-4.69887,geonames,PPL
Adi Koffikro,7.22025,-4.6353,geonames,PPL
Adi Koffikro,7.220656,-4.6368388,osm,village
Adi-Ekrakro,7.5392948,-4.0306507,osm,village
Adi-Kofikro,7.22025,-4.6353,geonames,PPL
Adi-Yapikro,7.5588394,-4.3106222,osm,village
Adi-Yaprikro,7.55852,-4.30958,geonames,PPL
Adi-Yaprikro,7.5588394,-4.3106222,osm,village
Adia,5.88594,-4.01625,geonames,PPL
Adiadon,5.13,-5.17729,geonames,PPL
Adiadon,5.131127,-5.1743495,osm,hamlet
Adiaho; Edio,5.28641,-3.615216,osm,village
Adiakou Konankro,6.77209,-4.69904,geonames,PPL
Adiakou Konankro,6.772441,-4.6999117,osm,hamlet
Adiakoun-Konankro; Adiakoukonankro,6.772441,-4.6999117,osm,hamlet
Adiakouro,7.88333,-3.55,geonames,PPL
Adiakouémi,7.38485,-4.11982,geonames,PPL
Adiakouémi,7.3863359,-4.1211265,osm,village
Adiaké,5.28634,-3.30403,geonames,PPLA3
Adiaké,5.2868426,-3.3020071,osm,town
Adiamara,7.71676,-2.901,geonames,PPL
Adiambri-Koffikro,7.6103602,-4.9478388,osm,village
Adiao,5.28641,-3.61522,geonames,PPL
Adiao,7.81667,-2.88333,geonames,PPL
Adiaou,7.22051,-4.0446,geonames,PPL
Adiaoukei,6.58333,-3.705,geonames,PPL
Adiaoukoi,6.58333,-3.705,geonames,PPL
Adiaoukoi,6.5976816,-3.6938958,osm,isolated_dwelling
Adiapikro,7.55852,-4.30958,geonames,PPL
Adiapo Moronou,5.33501,-4.18285,geonames,PPL
Adiapo Moronou,5.3369736,-4.1851255,osm,village
Adiapo-Doumé,5.34105,-4.13158,geonames,PPL
Adiapo-Doumé,5.3414445,-4.1332269,osm,village
Adiapo-Te,5.30889,-4.17585,geonames,PPL
Adiapo-To,5.31431,-4.19496,geonames,PPL
Adiapo-To I,5.31431,-4.19496,geonames,PPL
Adiapo-To II,5.30607,-4.18588,geonames,PPL
Adiapodoumé,5.3414445,-4.1332269,osm,village
Adiapoto 1,5.3191443,-4.1938645,osm,bus_stop
Adiapoto-I,5.31431,-4.19496,geonames,PPL
Adiapoto-II,5.30607,-4.18588,geonames,PPL
Adiapoté Té,5.30889,-4.17585,geonames,PPL
Adiapri-Kofikro,7.61254,-4.94141,geonames,PPL
Adiassou,7.47697,-5.10007,geonames,PPL
Adiassou,7.4751163,-5.1003837,osm,village
Adibrobo,6.5128,-4.60865,geonames,PPL
Adibrobo,6.5065235,-4.5963723,osm,village
Adibrébo,6.5128,-4.60865,geonames,PPL
Adibrébo,6.5065235,-4.5963723,osm,village
Adiebo,7.30396,-4.81184,geonames,PPL
Adiekro,7.49731,-5.07538,geonames,PPL
Adiekrou,7.93306,-3.17139,geonames,PPL
Adiekrou,5.41425,-3.22976,geonames,PPL
Adielilie,6.06699,-5.48622,geonames,PPL
Adiembra No.3,6.9520196,-3.1308641,osm,village
Adiembra no 3,6.9740253,-3.1017023,osm,village
Adihao,5.28641,-3.61522,geonames,PPL
Adikankourou,7.52461,-3.91323,geonames,PPL
Adikankourou,7.52056,-3.91194,geonames,PPL
Adikankro,7.524614,-3.913228,osm,village
Adikokoi,6.63331,-3.71193,geonames,PPL
Adikokoi,6.6386201,-3.6858102,osm,isolated_dwelling
Adikokro (Nouveau),6.1004628,-5.1282134,osm,village
Adikokwa,6.63331,-3.71193,geonames,PPL
Adikou,5.43329,-3.34371,geonames,PPL
Adikouassikro,6.11845,-4.7749,geonames,PPL
Adikouassikro,6.1177521,-4.7756159,osm,village
Adikro,7.75728,-4.85164,geonames,PPL
Adikro,6.9232,-4.94353,geonames,PPL
Adikro,6.9288272,-4.9449498,osm,village
Adikro Fondi,7.75057,-4.88767,geonames,PPL
Adikro-Foundi,7.7509223,-4.8517087,osm,hamlet
Adikro; Adoukro,7.523485,-3.937888,osm,village
Adima,5.14687,-3.07316,geonames,PPL
Adimanékouro,7.76667,-3.31667,geonames,PPL
Adimanékouro,7.7703317,-3.3205832,osm,village
Adingaranamoun,7.45,-4.18333,geonames,PPL
Adioblessou,7.49068,-5.34214,geonames,PPL
Adioblessou,7.4852847,-5.3380178,osm,hamlet
Adiogouansou,7.55264,-5.27989,geonames,PPL
Adiokor No.2,7.7502129,-2.855193,osm,village
Adiokro,7.97124,-5.42059,geonames,PPL
Adiokro,7.9719787,-5.4201205,osm,village
Adiolessou,7.49068,-5.34214,geonames,PPL
Adiomakro,7.76667,-3.31667,geonames,PPL
Adiongouasou,7.55264,-5.27989,geonames,PPL
Adiongouasou;Adiogouansou;Adiongouassou,7.5523407,-5.2796806,osm,village
Adiongouassou,7.55264,-5.27989,geonames,PPL
Adiopo Doume,5.34105,-4.13158,geonames,PPL
Adiopodoumé,5.3414445,-4.1332269,osm,village
Adiopènan,7.7009118,-2.9288385,osm,hamlet
Adiougou,5.4581,-3.39223,geonames,PPL
Adioumanekro,6.85807,-4.66278,geonames,PPL
Adioumaniko,7.46667,-4.21667,geonames,PPL
Adioumanikro,6.85807,-4.66278,geonames,PPL
Adioumanikro,6.8586042,-4.6622431,osm,village
Adioumanikrou,7.89807,-3.41376,geonames,PPL
Adioumbéreti,7.84196,-5.07181,geonames,PPL
Adissakakro,7.59893,-5.1068,geonames,PPL
Adissakakro,7.5980128,-5.1067017,osm,hamlet
Adièmra,7.7160099,-2.9012061,osm,village
Adiébonou,7.81663,-5.25801,geonames,PPL
Adiéfé,8.3773431,-3.2941441,osm,hamlet
Adiékankro,7.81639,-4.96722,geonames,PPL
Adiékankro,7.814532,-4.9675856,osm,village
Adiékro,7.43944,-5.26603,geonames,PPL
Adiékro,7.06743,-3.69271,geonames,PPL
Adiékro,7.79953,-5.19611,geonames,PPL
Adiékro,7.798112,-5.1886855,osm,hamlet
Adiékrou,7.9483914,-3.1707332,osm,village
Adiélilié,6.067388,-5.4871617,osm,village
Adja,5.4605893,-4.0424909,osm,bus_stop
Adja Ngbi Koffikro,7.61254,-4.94141,geonames,PPL
Adjabikro,5.54503,-3.5747,geonames,PPL
Adjachi Akattou,5.90494,-4.4192,geonames,PPL
Adjaconti,5.18642,-4.56229,geonames,PPL
Adjacouti,5.18642,-4.56229,geonames,PPL
Adjacoutie,5.18642,-4.56229,geonames,PPL
Adjacouty,5.18642,-4.56229,geonames,PPL
Adjadon V2,5.1406933,-5.1823926,osm,hamlet
Adjadon V3,5.1408616,-5.152325,osm,hamlet
Adjakouti,5.18642,-4.56229,geonames,PPL
Adjambe Ada,5.78754,-3.91616,geonames,PPL
Adjame,5.1071466,-5.5865623,osm,neighbourhood
Adjamene,4.7633692,-6.844567,osm,village
Adjamé,6.27517,-3.51713,geonames,PPL
Adjamé,5.34558,-3.87196,geonames,PPL
Adjamé,5.35053,-4.02464,geonames,PPL
Adjamé,5.32631,-4.10766,geonames,PPL
Adjamé,5.3531211,-4.0222008,osm,suburb
Adjamé,6.2759494,-3.5172243,osm,village
Adjamé,5.347945,-3.8727367,osm,neighbourhood
Adjamé,5.7281042,-5.2951529,osm,hamlet
Adjamé,6.7262366,-6.2478388,osm,village
Adjamé Agban,5.3589064,-4.029457,osm,bus_stop
Adjamé Agban,5.3586447,-4.0298058,osm,bus_stop
Adjamé Agban Village,5.3587733,-4.0309504,osm,bus_stop
Adjamé Agban Village,5.3587462,-4.0315264,osm,bus_stop
Adjamé Liberté,5.3534437,-4.014858,osm,bus_stop
Adjamé Liberté,5.3543459,-4.0164004,osm,bus_stop
Adjamé Liberté,5.354717,-4.0163751,osm,bus_stop
Adjamé Liberté,5.3521055,-4.014163,osm,bus_stop
Adjamé Liberté,5.3534012,-4.0155251,osm,bus_stop
Adjamé Liberté,5.3535337,-4.0145769,osm,bus_stop
Adjamé Liberté,5.354004,-4.0166101,osm,bus_stop
Adjamé Liberté - 220 logements,5.3534116,-4.0160603,osm,bus_stop
Adjamé Liberté - 220 logements,5.3535013,-4.0160877,osm,bus_stop
Adjamé Liberté Gare de Bingerville,5.3536652,-4.0117645,osm,bus_stop
Adjamé Mairie-Dallas,5.3413959,-4.0256878,osm,bus_stop
Adjamé Mosquée,5.3540969,-4.0265054,osm,bus_stop
Adjamé Nouvelle Gare,5.3591428,-4.0290092,osm,bus_stop
Adjamé Nouvelle Gare,5.3601659,-4.0287991,osm,bus_stop
Adjamé Renault,5.3558654,-4.020917,osm,bus_stop
Adjamé Renault,5.3564461,-4.0204953,osm,bus_stop
Adjamé Renault,5.3569516,-4.0203618,osm,bus_stop
Adjamé Texaco,5.3543439,-4.0177533,osm,bus_stop
Adjamé Texaco,5.3545094,-4.0179776,osm,bus_stop
Adjamé Texaco,5.3549052,-4.0185814,osm,bus_stop
Adjamé liberté,5.3525049,-4.0142921,osm,bus_station
Adjamé-Bingerville,5.3457539,-3.8721706,osm,village
Adjamé-Bingerville,5.347945,-3.8727367,osm,neighbourhood
Adjaméné,4.76645,-6.84326,geonames,PPL
Adjekro,7.067432,-3.692708,osm,village
Adjicoa,5.84556,-3.64342,geonames,PPL
Adjiebo,7.30396,-4.81184,geonames,PPL
Adjifou,5.28469,-3.92619,geonames,PPL
Adjifou Deux,5.24282,-3.92104,geonames,PPL
Adjifou Un,5.24386,-3.92854,geonames,PPL
Adjifou Un,5.2450045,-3.9284049,osm,neighbourhood
Adjiko,5.75688,-4.24057,geonames,PPL
Adjin,5.3959,-3.8539,geonames,PPL
Adjin,5.41446,-3.85269,geonames,PPL
Adjin 2,5.3815604,-3.8602929,osm,bus_stop
Adjin; Rghien,5.3947001,-3.8541771,osm,village
Adjiéibango,7.94735,-3.17077,geonames,PPL
Adjiéibango,7.9483914,-3.1707332,osm,village
Adjodi Nguessan,5.86388,-4.3766,geonames,PPL
Adjokro,7.9719787,-5.4201205,osm,village
Adjonou,7.75782,-5.24553,geonames,PPL
Adjouan,5.30995,-3.15232,geonames,PPL
Adjouffou,5.2492498,-3.9105162,osm,neighbourhood
Adjouffou,5.243664,-3.9209133,osm,neighbourhood
Adjoufou,5.2492498,-3.9105162,osm,neighbourhood
Adjoufou,5.284693,-3.926189,osm,village
Adjougouansou,7.5523407,-5.2796806,osm,village
Adjouhan,5.30995,-3.15232,geonames,PPL
Adjoumani-Kouassikro,6.65212,-3.32857,geonames,PPL
Adjoumani-Kouassikro,6.6527729,-3.3303088,osm,village
Adjoumanibango,7.77045,-3.32051,geonames,PPL
Adjoumanibango; Adiomakro,7.7703317,-3.3205832,osm,village
Adjoumanikro; Adioumanekro,6.8586042,-4.6622431,osm,village
Adjuassou,7.47697,-5.10007,geonames,PPL
Adjuassou; Adjouassou,7.4751163,-5.1003837,osm,village
Adjué,5.18762,-4.5478,geonames,PPL
Adjé,5.79602,-3.66172,geonames,PPL
Adjébo,7.3036775,-4.8123901,osm,village
Adjébounou,7.8166739,-5.2579153,osm,hamlet
Adjéikro,7.30213,-3.21767,geonames,PPL
Adjéikro,7.3257477,-3.1030447,osm,hamlet
Adjékonankro,5.704,-4.86796,geonames,PPL
Adjékro,5.53393,-3.56686,geonames,PPL
Adjékro,7.798112,-5.1886855,osm,hamlet
Adjékro,7.4479815,-5.2648197,osm,village
Adjélilié,6.06699,-5.48622,geonames,PPL
Adjélilié,6.067388,-5.4871617,osm,village
Adlouan-Mohou,5.1475285,-3.1300442,osm,isolated_dwelling
Adlouan-Mohoua; Eboinda,5.151631,-3.112648,osm,village
Adlékro,7.49731,-5.07538,geonames,PPL
Adlékro,7.4982841,-5.0760571,osm,village
Ado Daffou,5.83544,-4.0359,geonames,PPL
Ado Sombe,5.83567,-4.03699,geonames,PPL
Adobi,5.84023,-4.39382,geonames,PPL
Adobou,5.49072,-5.83671,geonames,PPL
Adobou I,5.47349,-5.83667,geonames,PPL
Adobou II,5.49072,-5.83671,geonames,PPL
Adoguie,5.62682,-4.20298,geonames,PPL
Adohosou,8.02007,-5.38971,geonames,PPL
Adohosou; Adohoussou,8.0204035,-5.3897718,osm,village
Adohossou,8.02007,-5.38971,geonames,PPL
Adokoi,6.00999,-3.78154,geonames,PPL
Adoma,5.29317,-4.14159,geonames,PPL
Adoma,5.92926,-4.3532,geonames,PPL
Adomkro,6.04889,-4.67447,geonames,PPL
Adomkro,6.053268,-4.6777779,osm,isolated_dwelling
Adomokro,6.07446,-4.38731,geonames,PPL
Adon,5.52649,-4.2951,geonames,PPL
Adonikro,6.7231136,-3.5639264,osm,hamlet
Adonkoi,5.413786,-4.210075,osm,village
Adonkoi,6.009994,-3.781543,osm,village
Adonkoi 1,5.413786,-4.210075,osm,village
Adonkoi 2,5.4081,-4.222634,osm,village
Adonkoua,5.41379,-4.21007,geonames,PPL
Adopo,5.78799,-3.52214,geonames,PPL
Adornokro,6.0736241,-4.3873215,osm,village
Adosso,5.35495,-3.52474,geonames,PPL
Adosso,5.3618494,-3.5274928,osm,village
Adou,5.7002,-4.47358,geonames,PPL
Adou,5.66055,-3.71212,geonames,PPL
Adou,5.80403,-3.61052,geonames,PPL
Adou Dia,5.46111,-3.94433,geonames,PPL
Adou Gbohaou,5.84557,-4.02855,geonames,PPL
Adou Ncho,5.83597,-4.0037,geonames,PPL
Adou Yapi,5.86667,-4.05908,geonames,PPL
Adou yao,8.0163785,-3.2891423,osm,hamlet
Adouagoassopié,5.33922,-3.58858,geonames,PPL
Adouaié Ekpomé,5.83886,-4.06026,geonames,PPL
Adouakouakro,6.60644,-4.42868,geonames,PPL
Adouakouakro,6.607303,-4.428286,osm,village
Adouaprikro,7.57508,-5.14117,geonames,PPL
Adoubango,7.84546,-3.33902,geonames,PPL
Adouki,5.88261,-3.79736,geonames,PPL
Adoukoffikro,6.70222,-3.46333,geonames,PPL
Adoukoffikro,6.6980761,-3.4617384,osm,village
Adoukofikro,6.70222,-3.46333,geonames,PPL
Adoukofikro,6.6980761,-3.4617384,osm,village
Adoukro,7.84487,-3.33929,geonames,PPL
Adoukro,7.43868,-3.41997,geonames,PPL
Adoukro,5.26966,-4.24826,geonames,PPL
Adoukro,5.2727278,-4.2560542,osm,village
Adoumanga,5.20504,-4.38902,geonames,PPL
Adoumangan,5.20504,-4.38902,geonames,PPL
Adoumangan,5.2056672,-4.3885432,osm,village
Adoumkroum,7.8058,-2.86349,geonames,PPL
Adoumkroum,7.8049054,-2.8633776,osm,village
Adounikro,6.72245,-3.56404,geonames,PPL
Adounikro,6.7231136,-3.5639264,osm,hamlet
Adroukro,7.52348,-3.93789,geonames,PPL
Adumkrom,6.8859652,-3.1489801,osm,hamlet
Adusuazo,5.0869893,-2.8471051,osm,village
Advans CI,5.3569957,-3.9905074,osm,bus_stop
Adzopé,6.10694,-3.86194,geonames,PPLA2
Adzopé,6.1058336,-3.8640409,osm,city
Adèndia,7.75953,-3.01043,geonames,PPL
Adébem,5.47349,-5.83667,geonames,PPL
Adébem,5.4792233,-5.8390234,osm,village
Adébem-Kagbéri,5.4792233,-5.8390234,osm,village
Aelou Kouadiokro,7.94619,-4.73604,geonames,PPL
Aengrinbo,7.42702,-5.00608,geonames,PPL
Afatobo,6.66432,-5.01624,geonames,PPL
Aferi,6.32035,-3.95235,geonames,PPL
Aferissenago-Konakro,7.48396,-5.02732,geonames,PPL
Afessi,5.70468,-3.73985,geonames,PPL
Affalikro,6.64548,-3.38381,geonames,PPL
Affere,6.90283,-4.08374,geonames,PPL
Affere,5.71667,-3.15,geonames,PPL
Affery,6.32035,-3.95235,geonames,PPL
Affi Kakou,5.52025,-4.35841,geonames,PPL
Affi Kaménan,5.61978,-4.48221,geonames,PPL
Affi Ono,5.59964,-4.48157,geonames,PPL
Affikro,6.13205,-4.73932,geonames,PPL
Affikro,6.1316796,-4.7395492,osm,isolated_dwelling
Affiénou,5.41118,-2.92478,geonames,PPL
Affonorou,5.0912498,-3.0972304,osm,town
Affotobo,7.6698648,-5.4630267,osm,village
Affouakoi,5.6822156,-3.9449706,osm,isolated_dwelling
Affouavamé; Afouanvam,7.9996904,-2.8988697,osm,village
Affoukoua,5.68213,-3.94487,geonames,PPL
Affounvassou,6.18518,-4.59979,geonames,PPL
Affounvassou; Afounvansso,7.652214,-3.874449,osm,village
Affouvanssou,7.8624899,-4.9621426,osm,village
Affoué-Kokorékro,7.2225665,-4.9982643,osm,village
Affouékro,7.20211,-4.99319,geonames,PPL
Affouékro,7.759937,-4.9234574,osm,village
Afféry,7.75034,-3.519321,osm,village
Afféré 1,6.9101219,-4.0743964,osm,village
Afféré 2,6.902826,-4.083741,osm,village
Afienkouadioukro,7.30916,-5.12458,geonames,PPL
Afienou,5.41118,-2.92478,geonames,PPL
Afindje,5.46739,-4.18549,geonames,PPL
Afodian,7.48333,-4.13333,geonames,PPL
Afodian,7.41667,-4.25,geonames,PPL
Afonkaha,8.22731,-5.14822,geonames,PPL
Afor,5.3850446,-3.9836718,osm,bus_stop
Aforenu,5.0933,-3.11243,geonames,PPL
Aforié,5.26518,-3.54323,geonames,PPL
Aforénou,5.0933,-3.11243,geonames,PPL
Afotobo,7.67025,-5.46342,geonames,PPL
Afotobo,6.66432,-5.01624,geonames,PPL
Afouanvam,7.99571,-2.89805,geonames,PPL
Afouavame,7.9996904,-2.8988697,osm,village
Afoue-Kokrekro,7.20211,-4.99319,geonames,PPL
Afouibano,7.1445,-3.9835,geonames,PPL
Afoumvasso,7.86344,-4.96409,geonames,PPL
Afoumvassou,7.86344,-4.96409,geonames,PPL
Afoumvossou,7.33333,-4.15,geonames,PPL
Afounassépié,5.37144,-3.55681,geonames,PPL
Afounkaba,8.22731,-5.14822,geonames,PPL
Afounkaha,8.22731,-5.14822,geonames,PPL
Afounvanso,7.65221,-3.87445,geonames,PPL
Afounvansso,7.65221,-3.87445,geonames,PPL
Afounvassou,7.36667,-4.18333,geonames,PPL
Afouvanso,7.65221,-3.87445,geonames,PPL
Afouékro,7.7561,-4.92258,geonames,PPL
Afouékro,7.759937,-4.9234574,osm,village
Afrdougou,6.148438,-5.950047,osm,neighbourhood
Afreko,7.68647,-5.60892,geonames,PPL
Africa Tours Transport,5.4409429,-4.0429339,osm,bus_stop
Africa n°1,4.756763,-6.7837068,osm,hamlet
Africa n°2,4.7570889,-6.7923222,osm,hamlet
Afridougou,6.14844,-5.95005,geonames,PPL
Afridoukou,6.14844,-5.95005,geonames,PPL
Afridoukou,6.1502354,-5.9449854,osm,quarter
Afriquia,5.3516201,-4.063471,osm,bus_stop
Afriquia,5.2344959,-3.869065,osm,bus_stop
Afugu,5.22074,-4.23314,geonames,PPL
Afumpo,5.95186,-4.45667,geonames,PPL
Afékouro,7.64673,-5.20549,geonames,PPL
Aféri,7.75034,-3.51932,geonames,PPL
