nom,latitude,longitude,source,feature_type
Diendana-Sokoura,8.15174,-4.38272,geonames,PPL
Diendana-Sokoura,8.1504133,-4.3855473,osm,village
Diendeguela,9.92618,-7.81629,geonames,PPL
Diendekro,7.53828,-5.30946,geonames,PPL
Diendema-Sokora,8.15174,-4.38272,geonames,PPL
Diendorno,9.00297,-5.85236,geonames,PPL
Diendoro,9.00297,-5.85236,geonames,PPL
Diendron; Diendoro,9.0062,-5.8520094,osm,isolated_dwelling
Dieneni,8.58528,-6.2175,geonames,PPL
Dienfe,7.78663,-6.4763,geonames,PPL
Dienfé,7.93681,-6.96942,geonames,PPL
Dienfé,7.937795,-6.9692115,osm,village
Dienfé,7.7883842,-6.4710761,osm,isolated_dwelling
Dienfé,7.9169858,-6.9302702,osm,isolated_dwelling
Dienfé; Massadéna,7.937795,-6.9692115,osm,village
Dienguele,9.54271,-7.13751,geonames,PPL
Dienguelé,9.5586511,-7.1334971,osm,village
Diengueré,8.8424055,-7.7511482,osm,village
Diengueso,8.5166,-4.67378,geonames,PPL
Dienguesso,8.5166,-4.67378,geonames,PPL
Dienguéré,8.84175,-7.75041,geonames,PPL
Dienila,10.08778,-7.75457,geonames,PPL
Dienla,10.08778,-7.75457,geonames,PPL
Dienngo,9.06472,-5.69735,geonames,PPL
Dienzo,7.13718,-4.82626,geonames,PPL
Dienzoukro,7.97675,-5.60134,geonames,PPL
Dienzoukro,7.12972,-4.56803,geonames,PPL
Dienzoukro,7.38579,-4.06063,geonames,PPL
Dienzoukro,7.527263,-4.002502,osm,village
Dienzoukro; Bakadiassou,7.3857343,-4.0600421,osm,village
Dieou zibiao (Gnawa Dieou),7.1209146,-7.4326714,osm,village
Dieoulizra Gonhoula,7.47613,-6.02215,geonames,PPL
Dieouzon,6.88922,-7.51952,geonames,PPL
Dierikoissikro,6.642185,-4.8945914,osm,village
Dierila,10.08778,-7.75457,geonames,PPL
Dierila,10.0877544,-7.754277,osm,village
Dierisso,9.35613,-6.19157,geonames,PPL
Diesse,5.20504,-4.38902,geonames,PPL
Diessikro,7.36911,-5.26588,geonames,PPL
Diesso-Dioman,8.1625001,-7.5240359,osm,hamlet
Dietouo,7.19412,-8.13002,geonames,PPL
Dietta,7.280973,-8.327713,osm,village
Dieudonne,5.23587,-3.88277,geonames,PPL
Dieviessou,7.565,-5.61574,geonames,PPL
Diewarakaha,9.48134,-5.01758,geonames,PPL
Dieya,6.62538,-8.17088,geonames,PPL
Dieya,6.6219563,-8.1755762,osm,village
Diezoukro,7.22263,-4.98874,geonames,PPL
Diezue,7.9791842,-3.8813776,osm,village
Diezué,7.9789,-3.88231,geonames,PPL
Difara,9.61667,-3.3,geonames,PPL
Difara,9.6273993,-3.3204115,osm,hamlet
Diffou Djoma,5.82209,-4.05971,geonames,PPL
Difita,9.9216979,-3.6091161,osm,isolated_dwelling
Digako,6.0604223,-5.5755144,osm,village
Digba,9.49239,-3.07991,geonames,PPL
Digba,9.43186,-3.15945,geonames,PPL
Digba,6.75915,-6.41019,geonames,PPL
Digba,8.5467299,-3.3162122,osm,village
Digba,9.5391348,-3.0610228,osm,isolated_dwelling
Digbahio,5.91961,-6.13923,geonames,PPL
Digbam,6.41422,-6.24297,geonames,PPL
Digbam,6.4192618,-6.2451657,osm,village
Digbapia,6.84051,-6.5966,geonames,PPL
Digbapia,6.831627,-6.6271712,osm,village
Digbapia I,6.84051,-6.5966,geonames,PPL
Digbapia II,6.83306,-6.6277,geonames,PPL
Digbapia III,6.82117,-6.62766,geonames,PPL
Digbayuo,5.91961,-6.13923,geonames,PPL
Digbayuo,5.9228557,-6.1511851,osm,village
Digbe,9.20962,-6.39037,geonames,PPL
Digbedougou,5.2146,-5.14037,geonames,PPL
Digbedudua,6.63795,-6.52104,geonames,PPL
Digbeguhe,6.32146,-6.73138,geonames,PPL
Digbeugnoa,6.1415,-6.06404,geonames,PPL
Digbeugnoa,6.1421927,-6.0637633,osm,village
Digbeugnoa; Fideyo,6.1421927,-6.0637633,osm,village
Digbeuguhé,6.32146,-6.73138,geonames,PPL
Digbeuguhé,6.3317631,-6.7282248,osm,village
Digbodou,5.5304095,-5.6442033,osm,quarter
Digbohouo,6.47578,-5.69982,geonames,PPL
Digbohouo,6.4759898,-5.7028087,osm,quarter
Digboue,4.71551,-6.67875,geonames,PPL
Digboyo,6.19156,-6.02198,geonames,PPL
Digbé,7.94846,-5.05027,geonames,PPL
Digbé,4.71551,-6.67875,geonames,PPL
Digbédou,5.50333,-5.65361,geonames,PPL
Digbéyo,5.98664,-5.89012,geonames,PPL
Digbézéré,6.678379,-5.8812671,osm,hamlet
Digbézéré,6.6731456,-5.881842,osm,locality
Digibala,7.89015,-6.37294,geonames,PPL
Digila,7.83333,-6.5,geonames,PPL
Digla,5.1138129,-7.4137116,osm,village
Dignago,6.29164,-6.27945,geonames,PPL
Dignan bailly,6.1242443,-5.9133527,osm,quarter
Digo,6.01372,-5.47228,geonames,PPL
Digo,6.0141906,-5.4728273,osm,village
Digoboua,5.8875,-5.69417,geonames,PPL
Digoualé,7.72321,-7.5166,geonames,PPL
Digoualé,7.52493,-7.80712,geonames,PPL
Digoualé,7.7233713,-7.516289,osm,village
Digoualé,7.526684,-7.8057749,osm,village
Digoué,8.13616,-5.56128,geonames,PPL
Digriblanfla,6.66087,-5.92563,geonames,PPL
Digue Koumassi,5.2758153,-3.9661886,osm,bus_stop
Digue Koumassi,5.2768282,-3.9667035,osm,bus_stop
Dih,9.4972,-5.7432,geonames,PPL
Dihabo,7.78959,-5.17102,geonames,PPL
Dihabo,7.7881544,-5.1709932,osm,town
Dihi,9.4988078,-5.7431204,osm,village
Dihinaper-Boba,9.74703,-3.55764,geonames,PPL
Dihinaper-Boba,9.7443128,-3.5576499,osm,isolated_dwelling
Dihinibo,7.354759,-3.364199,osm,village
Dihintédouo,8.75526,-3.03941,geonames,PPL
Dihinébo,7.35476,-3.3642,geonames,PPL
Dihodouo,8.72327,-3.0201,geonames,PPL
Dihoin,6.05272,-5.63178,geonames,PPL
Diibango,7.70268,-3.24177,geonames,PPL
Diibango,7.7028855,-3.241396,osm,hamlet
Diinebo,7.35476,-3.3642,geonames,PPL
Diinou,7.85161,-5.44313,geonames,PPL
Dikba,8.54457,-3.31601,geonames,PPL
Dikba,8.5467299,-3.3162122,osm,village
Dikedou,5.9617495,-5.5564727,osm,village
Dikodougou,9.06757,-5.77222,geonames,PPLA3
Dikodougou,8.5,-5.86667,geonames,PPL
Dikodougou,9.0704857,-5.7726124,osm,village
Dikodougou,8.5060357,-5.8605475,osm,village
Dikodugu,9.06757,-5.77222,geonames,PPLA3
Dikolo,8.2588,-7.57574,geonames,PPL
Dikotedouo,8.8211041,-2.9075433,osm,village
Dikoueipalegnoa,6.05257,-5.87217,geonames,PPL
Dikouli,5.86623,-7.43587,geonames,PPL
Dikouéhipalegnoa,6.0526282,-5.872506,osm,village
Dikouéhipalégnoa; Dikouheipalégnoa,6.0526282,-5.872506,osm,village
Dikouéhipalényoa,6.05257,-5.87217,geonames,PPL
Dikoye Sétrou,9.63333,-3.55,geonames,PPL
Dikoye Sétrou,9.636616,-3.5412099,osm,hamlet
Dikoye-kellô,9.7240672,-3.6926411,osm,hamlet
Dikoyé Kiello; Dékoikélo,9.7240672,-3.6926411,osm,hamlet
Dikoïté,9.73466,-3.74115,geonames,PPL
Dikoïté,9.7238621,-3.7300301,osm,isolated_dwelling
Dikro,7.99359,-5.1728,geonames,PPL
Dikro,7.9932732,-5.1757952,osm,hamlet
Dikédoua,6.02475,-5.53388,geonames,PPL
Dila,7.61614,-5.20664,geonames,PPL
Dila,7.6131389,-5.2049516,osm,hamlet
Dila-Broukro,7.87641,-5.36977,geonames,PPL
Dila-Broukro,7.8896852,-5.3622937,osm,hamlet
Dila-Kouakoukro,7.87724,-5.36678,geonames,PPL
Dilakro,8.00626,-5.36534,geonames,PPL
Dilakro,8.0069771,-5.3657902,osm,village
Dileya,6.7433024,-6.9439755,osm,village
Diligépalényoa,5.91717,-5.99814,geonames,PPL
Diloboua,6.53252,-6.31716,geonames,PPL
Diloboua; Dahiria,6.541694,-6.3210674,osm,village
Diléya,6.74406,-6.94578,geonames,PPL
Diléya; Déléya,6.7433024,-6.9439755,osm,village
Dimala; Dimanta,7.5307655,-6.3629723,osm,village
Dimandougou,8.01204,-3.77288,geonames,PPL
Dimata,7.53137,-6.36337,geonames,PPL
Dimba,7.69832,-7.61275,geonames,PPL
Dimba,7.6987343,-7.6128139,osm,village
Dimbi,8.10391,-3.03738,geonames,PPL
Dimbiriba,8.3210085,-7.0013595,osm,isolated_dwelling
Dimbo,8.3309074,-6.9736725,osm,hamlet
Dimbo-Ndolikro,7.22389,-4.55944,geonames,PPL
Dimbokama,8.04391,-5.22601,geonames,PPL
Dimbokro,6.64678,-4.70519,geonames,PPLA
Dimbokro,6.6494254,-4.7040555,osm,town
Dimbokro,6.9536771,-3.6690812,osm,hamlet
Dimbékaha,8.1300111,-5.0911002,osm,isolated_dwelling
Dimo,7.55,-4.25,geonames,PPL
Dimoulé,4.7589,-6.71697,geonames,PPL
Dimoulé,4.7587347,-6.7219663,osm,village
Dinambo,7.7150949,-5.1056129,osm,village
Dinamori Boutique,5.340185,-4.049576,osm,bus_stop
Dinaodi,8.12681,-3.22975,geonames,PPL
Dinaoudi,8.12681,-3.22975,geonames,PPL
Dinapére,9.77965,-3.56219,geonames,PPL
Dinapéré,9.7611,-3.5679549,osm,isolated_dwelling
Dinayakro,7.20751,-4.60179,geonames,PPL
Dinaïro,9.51667,-3.26667,geonames,PPL
Dinaïro,9.5,-3.15,geonames,PPL
Dinaïro,9.5018894,-3.1539238,osm,isolated_dwelling
Dinbara,9.5312,-2.94066,geonames,PPL
Dinbara,9.5395735,-2.9375517,osm,hamlet
Dinbekaha,8.13333,-5.1,geonames,PPL
Dinbi,8.10391,-3.03738,geonames,PPL
Dinbi,8.1050956,-3.0372083,osm,hamlet
Dinbékana,8.13333,-5.1,geonames,PPL
Dinckel,6.28333,-7.83333,geonames,PPL
Dindiodougou,8.46667,-4.48333,geonames,PPL
Dindiodougou,8.4394145,-4.483528,osm,hamlet
Dindokaha,9.27174,-5.48944,geonames,PPL
Dindouman,9.3462846,-5.3937668,osm,village
Dindéresso,10.03477,-6.6,geonames,PPL
Dindéresso,10.036629,-6.6009673,osm,village
Dingakono,5.20663,-3.0865,geonames,PPL
Dingakono,5.2078345,-3.0852361,osm,village
Dingasso,8.25997,-4.30671,geonames,PPL
Dingasso,8.260189,-4.3063177,osm,village
Dingbi,8.10391,-3.03738,geonames,PPL
Dingbi,8.1050956,-3.0372083,osm,hamlet
Dingbè; Dongbé,5.707607,-4.289857,osm,village
Dingbé,7.07131,-3.95703,geonames,PPL
Dingbé,7.1217169,-4.0146446,osm,isolated_dwelling
Dingouin,7.66277,-7.60603,geonames,PPL
Dingouin,7.66295,-7.6065873,osm,village
Dinguesso,8.5166,-4.67378,geonames,PPL
Dinhira,9.6020194,-3.0690265,osm,isolated_dwelling
Dinié,4.64545,-7.20222,geonames,PPL
Dinnderesso,10.03477,-6.6,geonames,PPL
Dinneu,6.97556,-8.28128,geonames,PPL
Dinomobli,6.62731,-8.41984,geonames,PPL
Dinor,5.3039894,-4.0218256,osm,bus_stop
Dinsikonakro,7.08333,-3.81667,geonames,PPL
Dinsikonakro,7.0789195,-3.8165009,osm,hamlet
Dinsikro,7.38556,-4.05917,geonames,PPL
Dinyago,6.29164,-6.27945,geonames,PPL
Dinyemilu,4.39138,-7.57145,osm,hamlet
Dinzra,7.5204801,-6.0436714,osm,isolated_dwelling
Dinégouiné,7.15361,-7.53472,geonames,PPL
Dinégouiné,7.1391355,-7.5352976,osm,village
Dinégouiné,7.1167445,-7.5488068,osm,village
Dinérémoro,9.5307549,-3.1494713,osm,hamlet
Dio,7.78107,-7.57678,geonames,PPL
Dio Okoma,5.92137,-4.40237,geonames,PPL
Dio-N'Gattakro,6.9271511,-4.4068909,osm,village
Diobala,7.81247,-6.41398,geonames,PPL
Diobli,6.605,-8.52,osm,hamlet
Diobodougou,8.4086381,-8.1801045,osm,isolated_dwelling
Diodougou,8.32446,-5.95724,geonames,PPL
Diodrou,7.2770076,-7.4883873,osm,village
Diofogo,10.3595762,-5.2850032,osm,village
Diofonkaha (Djoufoun),9.2373626,-5.5376917,osm,village
Diofounkaha,9.23307,-5.53942,geonames,PPL
Diofounkaha,9.2373626,-5.5376917,osm,village
Diogo,9.42972,-6.68083,geonames,PPL
Diogo,9.4331443,-6.6745255,osm,village
Diogoboua,5.88337,-5.58095,geonames,PPL
Diokagouiné,7.20111,-7.78906,geonames,PPL
Diokohou,7.58723,-5.35594,geonames,PPL
Diokro,7.51667,-3.85,geonames,PPL
Diokro,7.27972,-4.02417,geonames,PPL
Diolala,10.19776,-7.34259,geonames,PPL
Diolala,10.1976162,-7.3440386,osm,village
Dioligbi,5.5795852,-5.2527951,osm,village
Diollo,8.5999,-4.60351,geonames,PPL
Diollé,6.60443,-8.37787,geonames,PPL
Diollé,6.6065044,-8.406309,osm,village
Diolo,8.5999,-4.60351,geonames,PPL
Diolodougou,7.78356,-7.88024,geonames,PPL
Diologokaha; Lohokaha,9.5144683,-5.1928439,osm,hamlet
Diolokoro,8.3611041,-5.7163106,osm,hamlet
Diolokro,7.01852,-3.24569,geonames,PPL
Dioman,7.95495,-6.36909,geonames,PPL
Dioman,8.13276,-7.54529,geonames,PPL
Dioman,7.9689464,-6.3825953,osm,hamlet
Diomandougou,8.83806,-6.85861,geonames,PPL
Diomandé,5.46179,-3.93762,geonames,PPL
Diomandé,5.67151,-4.02965,geonames,PPL
Diomandé carrefour,5.4151189,-5.4679297,osm,village
Diomon,7.9029897,-7.045243,osm,hamlet
Dionan-Yakro,7.2080126,-4.6032251,osm,village
Dionayakro,7.20751,-4.60179,geonames,PPL
Diondougou,7.78614,-3.98623,geonames,PPL
Diongonou,7.78067,-4.9087,geonames,PPL
Diongonou; Djongonou,7.78239,-4.9123508,osm,village
Diongonoua,7.55324,-5.25263,geonames,PPL
Diongonoua,7.5528483,-5.2522295,osm,village
Dionkro,7.78614,-3.98623,geonames,PPL
Diop,5.3144518,-4.1099847,osm,neighbourhood
Diorabougou,7.78356,-7.88024,geonames,PPL
Dioradougou,7.78356,-7.88024,geonames,PPL
Diorholé,7.79787,-6.36755,geonames,PPL
Diorholé,7.7987735,-6.3651867,osm,village
Diori,9.57473,-6.80064,geonames,PPL
Diornia,9.48951,-2.96841,geonames,PPL
Diornia,9.4893544,-2.9674723,osm,hamlet
Diorodougou,8.22364,-5.68922,geonames,PPL
Diorodougou,7.78356,-7.88024,geonames,PPL
Diorodougou,8.2297206,-5.7133379,osm,hamlet
Diorogalilié,5.8669179,-5.6873775,osm,quarter
Dioronakaha,9.35997,-5.13982,geonames,PPL
Dioronzo,10.13847,-7.95541,geonames,PPL
Dioronzo,10.1446037,-7.9426807,osm,isolated_dwelling
Diossaka,5.1227037,-5.3815198,osm,hamlet
Diotouo,7.19412,-8.13002,geonames,PPL
Diotouo; Dietouo,7.199475,-8.124111,osm,village
Diotrou,7.2770076,-7.4883873,osm,village
Diou,7.41886,-5.69943,geonames,PPL
Diouan,6.54467,-8.03453,geonames,PPL
Diougoubele,9.52789,-5.935,geonames,PPL
Dioukoukro,7.9201,-5.52832,geonames,PPL
Dioukoukro; Agbanou-Djoukoukro,7.9210106,-5.5278379,osm,village
Dioukro,7.23333,-3.83333,geonames,PPL
Dioulabougou,6.8075291,-5.2720748,osm,suburb
Dioulabougou,6.8762925,-6.4476539,osm,quarter
Dioulabougou,6.8060121,-7.0398119,osm,village
Dioulabougou,5.9859036,-6.0615952,osm,village
Dioulabougou,5.0348215,-6.237123,osm,hamlet
Dioulabougou-Boléko,5.35444,-5.16966,geonames,PPL
Dioulabougou-boléko,5.3545151,-5.1689139,osm,village
Dioulabroukro,6.64096,-4.691,geonames,PPL
Dioulahé,4.93517,-6.7691,geonames,PPL
Dioulakro,5.79291,-4.13635,geonames,PPL
Dioulakro,6.8033,-5.28922,geonames,PPLX
Dioulakro,6.8075291,-5.2720748,osm,suburb
Dioulaoué,4.9225243,-6.8016529,osm,hamlet
Dioulas Babokon,5.58147,-5.36777,geonames,PPL
Dioulas Babokon,5.525,-5.26444,geonames,PPL
Dioulas Babokon,5.5795602,-5.3695502,osm,village
Dioulassoba,7.98534,-6.92055,geonames,PPL
Dioulassoba,7.9857091,-6.9207752,osm,hamlet
Dioulatièdougou,8.9753549,-7.2370359,osm,village
Dioulatiédougou,8.97225,-7.2323,geonames,PPL
Diouleu,7.12783,-7.62952,geonames,PPL
Dioulo,8.5999,-4.60351,geonames,PPL
Dioulo,8.5996872,-4.6057236,osm,hamlet
Dioulé,7.10861,-7.55306,geonames,PPLX
Dioulé; Doulé,7.127833,-7.629523,osm,village
Dioum,7.95981,-3.05598,geonames,PPL
Dioum,7.9609062,-3.0589677,osm,village
Dioumantené,10.3588751,-5.6328435,osm,isolated_dwelling
Dioumanténé,10.35,-5.63333,geonames,PPL
Dioumere,7.87243,-3.32805,geonames,PPL
Dioungonou,7.78067,-4.9087,geonames,PPL
Dioungonou,7.78239,-4.9123508,osm,village
Diouro,9.41667,-3.25,geonames,PPL
Diouro,9.4098169,-3.2489062,osm,isolated_dwelling
Diourouzon,7.20898,-7.34497,geonames,PPL
Diourouzon,6.88922,-7.51952,geonames,PPL
Diourouzon,7.2096572,-7.3452555,osm,village
Diourouzon,6.8909022,-7.5201867,osm,village
Diourébéparéhoin,6.04931,-5.62934,geonames,PPL
Diourébéparéhoin,6.0501372,-5.6292961,osm,village
Diouya Zou,6.59053,-8.06706,geonames,PPL
Diouya-Dokin,6.5671955,-7.9907269,osm,village
Diouziamba,7.1169528,-7.5863264,osm,hamlet
Dioziamba,7.11722,-7.58488,geonames,PPL
Dioziamba,7.1169528,-7.5863264,osm,hamlet
Diperdouo,9.5432184,-3.3620898,osm,hamlet
Dipetedouo,8.8957629,-3.0138744,osm,hamlet
Dipridouo,9.29048,-3.21788,geonames,PPL
Dipétédouo,8.9225093,-3.0072499,osm,isolated_dwelling
Dirabou,7.90177,-3.6059,geonames,PPL
Direction Generale du Port,5.3050253,-4.022891,osm,bus_stop
Direction de la Police Criminelle,5.3300204,-4.0217203,osm,bus_stop
Direction de la Sotra,5.367753,-4.0776463,osm,bus_stop
Dirita,7.8285233,-8.1285229,osm,village
Dispensaire Adjamé,5.3484937,-4.0256884,osm,bus_stop
Dispensaire du Pont FHB,5.3087867,-4.0177138,osm,bus_stop
Dissogouépa,6.2848638,-5.8179841,osm,isolated_dwelling
District Sanitaire Trechville/Marcory,5.3063944,-4.0154909,osm,bus_stop
District de Police de Cocody,5.3367852,-3.9859039,osm,bus_stop
District du Plateau,5.3208532,-4.0205072,osm,bus_stop
Ditein,9.7871984,-3.0220556,osm,village
Diterè-binik,9.6449907,-3.5075378,osm,hamlet
Ditido,9.41667,-2.96667,geonames,PPL
Ditido,9.4039252,-2.969856,osm,hamlet
Ditomba,7.82002,-7.40264,geonames,PPL
Ditomba,7.9073249,-7.4117376,osm,village
Ditoudra,6.4197141,-7.2465173,osm,hamlet
Ditounégnadouo 1,9.5608618,-3.3713469,osm,hamlet
Ditroudra Beoue,6.3661418,-7.528005,osm,village
Ditroudra Béoué,6.36467,-7.52826,geonames,PPL
Divas,5.83739,-5.35723,geonames,PPLA2
Divo,5.83739,-5.35723,geonames,PPLA2
Divo,5.8405332,-5.3549049,osm,city
Divo,5.3067951,-3.9501886,osm,neighbourhood
Divo Nord  Carrefour,5.9085339,-5.1188841,osm,village
Divripo,5.70713,-5.02467,geonames,PPL
Divripo,5.703278,-5.0394766,osm,hamlet
Diwodouo,8.7368208,-3.0264135,osm,village
Dièné,5.346805,-4.045665,osm,neighbourhood
Dié,5.90018,-4.22749,geonames,PPL
Diébambobly,7.1935139,-7.2082912,osm,village
Diébli,7.1034479,-7.2190905,osm,village
Diébly,7.10352,-7.22019,geonames,PPL
Diébly,7.1034479,-7.2190905,osm,village
Diébolaba,6.63727,-6.53086,geonames,PPL
Diébré,5.4997,-4.33863,geonames,PPL
Diédabo,7.41456,-4.28333,geonames,PPL
Diédana,9.51528,-5.59629,osm,hamlet
Diédana,9.1066803,-5.6799101,osm,village
Diédje Esmel,5.5167,-4.37178,geonames,PPL
Diédoni,5.23587,-3.88277,geonames,PPL
Diédou,7.62027,-3.13749,geonames,PPL
Diédou,7.6218155,-3.1367245,osm,village
Diédou Ahounzé,7.8737,-5.33331,geonames,PPL
Diédou Pli,7.88069,-5.33327,geonames,PPL
Diédougou; Diodougou,8.3234747,-5.957204,osm,village
Diédougousso,8.380006,-5.7699383,osm,village
Diédrou,6.99139,-7.77825,geonames,PPL
Diédrou,6.9916202,-7.7794983,osm,village
Diédéré,9.67335,-3.30183,geonames,PPL
Diégaparéhoin,6.05598,-5.57597,geonames,PPL
Diégokro Akété,7.50363,-5.23273,geonames,PPL
Diégokro Akété,7.5029633,-5.2325546,osm,village
Diégon,9.0669413,-5.6971546,osm,village
Diégonéfla,6.28919,-5.57413,geonames,PPL
Diégonéfla,6.2844847,-5.5764064,osm,town
Diégonéfra,6.2844847,-5.5764064,osm,town
Diéhiba,6.90152,-7.41376,geonames,PPL
Diéhiba,6.9024646,-7.4158346,osm,village
Diéhigalafla,7.552948,-5.8900771,osm,village
Diéifla,7.7229453,-5.99985,osm,hamlet
Diéigalafla,7.55316,-5.88951,geonames,PPL
Diéipleu,6.782133,-8.273576,osm,village
Diékabo,6.50784,-4.52103,geonames,PPL
Diékabo,6.5089464,-4.5196292,osm,village
Diékadiokro,6.49617,-4.41371,geonames,PPL
Diékadiokro,6.4956033,-4.4106103,osm,village
Diékro,7.55669,-5.0152,geonames,PPL
Diékro,7.11847,-3.91094,geonames,PPL
Diékro,7.0,-3.85,geonames,PPL
Diékro,6.71042,-5.06275,geonames,PPL
Diékro,6.7086558,-5.0630816,osm,village
Diéké,5.23205,-4.13615,geonames,PPL
Diékékro,6.53849,-5.02134,geonames,PPL
Diélikaha-Séguékiélé,9.35722,-6.19173,geonames,PPL
Diélikaha-Séguékiélé,9.3571434,-6.1913319,osm,village
Diélisso,8.35282,-4.5448,geonames,PPL
Diélisso,8.3522744,-4.54495,osm,village
Diélisso,8.7899469,-6.5026688,osm,village
Diéllé,10.1908596,-5.6993427,osm,village
Diélé,10.18837,-5.70346,geonames,PPL
Diélé,10.1908596,-5.6993427,osm,village
Diélédio,6.11298,-5.62219,geonames,PPL
Diémitana,9.3619188,-5.6846094,osm,isolated_dwelling
Diémitiéné,9.3619188,-5.6846094,osm,isolated_dwelling
Diémérékro,7.32833,-4.92611,geonames,PPL
Diénakouro,7.86531,-3.70543,geonames,PPL
Diénakouro,7.8653485,-3.7066521,osm,village
Diénarana,8.48515,-4.43946,geonames,PPL
Diénarana,8.4847111,-4.4400911,osm,hamlet
Diénembroufla; Dienanbroufla,6.6500466,-5.6243573,osm,village
Diéningoué,8.0090441,-6.9508857,osm,isolated_dwelling
Diénédian,8.07806,-6.11889,geonames,PPL
Diénédian,8.081816,-6.1239622,osm,village
Diénédjan,8.081816,-6.1239622,osm,village
Diénédoufla,6.65173,-5.80595,geonames,PPL
Diénéni,9.14101,-4.64892,geonames,PPL
Diénéni,9.1462855,-4.6314609,osm,isolated_dwelling
Diéou,7.41886,-5.69943,geonames,PPL
Diéou,7.1209146,-7.4326714,osm,village
Diéoula,5.840152,-7.41217,osm,village
Diéoulizra 1,7.4756062,-6.020717,osm,village
Diéoulizra 2,7.4669005,-6.0175896,osm,village
Diéoulizra Gon'houla,7.4756062,-6.020717,osm,village
Diéouzon,7.15575,-7.32219,geonames,PPL
Diépleu,6.78213,-8.27358,geonames,PPL
Diéri Kouassikro,6.64168,-4.89671,geonames,PPL
Diéri Kouassikro,6.642185,-4.8945914,osm,village
Diéribanoua,7.80821,-5.3921,geonames,PPL
Diéribanoua,7.807068,-5.3925302,osm,hamlet
Diéribanouan,7.807068,-5.3925302,osm,hamlet
Diérissonkaha,9.46979,-5.53591,geonames,PPL
Diérissonkaha,9.4720807,-5.5351414,osm,village
Diéro Oula,5.7645697,-7.3930051,osm,village
Diésse,5.2037624,-4.3964625,osm,isolated_dwelling
Diéta,7.5441,-7.94808,geonames,PPL
Diéta,7.28097,-8.32771,geonames,PPL
Diéta,7.5401251,-7.9439142,osm,village
Diéta,7.5280426,-7.9467631,osm,village
Diétiguisso,8.37964,-5.76992,geonames,PPL
Diétouankro,7.75,-4.9,geonames,PPL
Diéviesso,5.6192317,-3.1253529,osm,isolated_dwelling
Diéviessou,7.5865279,-5.6088097,osm,village
Diéwarakaha; Siéouarakaha,9.4817866,-5.0197633,osm,hamlet
Diéya Zou,6.59053,-8.06706,geonames,PPL
Djacé,5.20459,-4.39797,geonames,PPL
Djacé,5.2037624,-4.3964625,osm,isolated_dwelling
Djadonkaha,9.2484112,-5.5070761,osm,village
Djagnadou,5.5,-6.03333,geonames,PPL
Djagoboua,5.97375,-5.72771,geonames,PPL
Djaha,7.75317,-5.22061,geonames,PPL
Djaha Andokro,7.7533913,-5.2208862,osm,hamlet
Djahakro,6.9810024,-4.9475352,osm,hamlet
Djahakro,6.0265286,-4.5219266,osm,village
Djahakro,6.8835764,-5.2348542,osm,village
Djahakro,6.2341839,-7.4175042,osm,isolated_dwelling
Djahio,4.86761,-6.75708,geonames,PPL
Djahio,4.8655775,-6.7612448,osm,village
Djahoué,5.8749,-5.84818,geonames,PPL
Djakora; Diakora,7.908674,-4.500181,osm,village
Djakotéti,5.1481,-6.81437,geonames,PPL
Djakouakoukro,5.3420218,-6.1052541,osm,village
Djama,5.66179,-4.23567,geonames,PPL
Djama Djama,5.81492,-4.31104,geonames,PPL
Djamala Kouassikro,6.6271736,-6.2202762,osm,hamlet
Djamala-Koffikro,7.6158696,-4.8729319,osm,village
Djamala-N'Zué,7.5598442,-5.5294383,osm,hamlet
Djamalabo,7.58875,-4.95552,geonames,PPL
Djamalabo,7.5903635,-4.9554297,osm,village
Djamalabo,6.9215691,-5.3388904,osm,village
Djamalabo; Diamalabou,6.57727,-4.6807491,osm,village
Djamaladouo,9.6332986,-3.0009413,osm,isolated_dwelling
Djamalakro,7.6064,-4.82148,geonames,PPL
Djamalakro,7.74891,-4.90991,geonames,PPL
Djamalakro,7.6163403,-4.8250016,osm,village
Djamalakro 1 & 2,6.6766665,-5.5702229,osm,hamlet
Djaman,5.65191,-4.25528,geonames,PPL
Djamandioké,4.4296,-7.47038,geonames,PPL
Djamankro,7.4093221,-4.7541542,osm,hamlet
Djamassakassou,7.0601369,-5.3207186,osm,village
Djamdjankro,7.7331868,-3.9153624,osm,village
Djamina,7.8760802,-6.6303453,osm,village
Djandoubango,7.88373,-3.21281,geonames,PPL
Djandoubango,7.886087,-3.213248,osm,village
Djangala,9.1764519,-4.8199498,osm,village
Djangalakaha,9.5705046,-5.4990758,osm,hamlet
Djangbanasso,9.0808623,-4.6426381,osm,village
Django,5.3294489,-3.8661616,osm,bus_stop
Djangobo,6.5222249,-4.5371899,osm,village
Djangokro,7.2228308,-5.0010506,osm,village
Djangoménou,6.7522067,-5.0337999,osm,village
Djanhankro,7.4086,-4.75395,geonames,PPL
Djani-Yao,7.8897275,-3.1210184,osm,village
Djanérédouo,9.5295064,-3.1312537,osm,hamlet
Djaokon Kaogui,5.97557,-4.2767,geonames,PPL
Djapadji,5.29114,-6.82023,geonames,PPL
Djapadji,5.2892776,-6.8211772,osm,village
Djara,5.54915,-4.08745,geonames,PPL
Djassé,5.40856,-3.97126,geonames,PPL
Djatakoro,9.8736,-3.92133,geonames,PPL
Djategnoa,6.0481071,-5.9291245,osm,hamlet
Djatokro,7.49777,-3.43348,geonames,PPL
